jailID,charge,courtFile,bondOrFine,dispositionDate,dispositionOfCharge
3959J-019,DISORDERLY CONDUCT,,$.00,2016/04/26,COMBINED WITH CHARGE 2
3959J-019,CRT STATUS ONLY-NOT A CHARGE,16CV489,$.00,2016/04/25,*NOT A CHARGE*
6010L-004,P&PHOLD-FELONY,15CF969,$.00,2017/03/03,P.O.HOLD CANCELLED
6010L-004,DRIVE OR OPERATE VEHICLE W/O CONSENT,15CF969,$.00,,
9559M-001,RETURN ON WRIT,17CM400,$.00,,
4083J-002,1ST DEG SEX ASLT CHILD UNDER 12,,$.00,2016/09/08,NO ISSUE
4083J-002,2ND DEGREE SEXUAL ASSAULT OF CHILD,16CF1007,$200000.00,,
4083J-002,3RD DEGREE SEXUAL ASSAULT,16CF1007,$.00,2016/09/08,COMBINED WITH CHARGE 2
4083J-002,INCEST WITH CHILD,16CF1007,$.00,2016/09/08,COMBINED WITH CHARGE 2
4083J-002,SEX WITH CHILD AGE 16 OR OLDER,,$.00,2016/09/08,NO ISSUE
4083J-002,WARRANT OTHER AGENCY,16CF1660,$50000.00,,
2030G-014,P&P HOLD - FELONY,15CF78,$.00,2017/04/14,P.O.HOLD CANCELLED
2030G-014,FALSE IMPRISONMENT,17CF99,$1500.00,,
2030G-014,STRANGULATION AND SUFFOCATION,,$.00,2017/02/02,COMBINED WITH CHARGE 2
2030G-014,SUBSTANTIAL BATTERY-INTEND BODILY HARM,,$.00,2017/02/02,COMBINED WITH CHARGE 2
2030G-014,DISORDERLY CONDUCT,,$.00,2017/02/02,COMBINED WITH CHARGE 2
2030G-014,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/02/03,*NOT A CHARGE*
2030G-014,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/03/10,*NOT A CHARGE*
1.099E-38,OPERATING WHILE INTOXICATED,16CF1388,$.00,,
1.099E-38,OPERATING WHILE REVOKED,,$.00,2016/12/19,COMBINED WITH CHARGE 1
1.099E-38,DRIVING TOO FAST FOR CONDITIONS,,$.00,2016/12/18,NO POST/RELEASED W/COURT
1.099E-38,CRT STATUS ONLY-NOT A CHARGE,17SC185,$.00,2017/02/09,*NOT A CHARGE*
6894M-006,STRANGULATION AND SUFFOCATION,16CF1004,$.00,,
5064M-006,2ND-DEGREE RECKLESSLY ENDANGERING SAFETY,17CF394,$500.00,,
5064M-006,INTENTIONALLY POINT FIREARM AT PERSON,,$.00,2017/04/17,COMBINED WITH CHARGE 1
5064M-006,DISORDERLY CONDUCT,,$.00,2017/04/17,COMBINED WITH CHARGE 1
3335N-000,FEDERAL AGENCY HOLD,,$.00,,
3140G-028,P&P HOLD - FELONY,11CF88,$.00,,
3140G-028,OPERATING WHILE REVOKED,16CT475,$.00,,
3140G-028,IGNITION INTERLOCK DEVICE TAMPERING,16CT475,$.00,2017/03/10,WARRANT ADDITIONAL CHARGE
3140G-028,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,2017/04/28,PER COURT ORDER
232F-004,RETAIL THEFT - (>$500 TO $5000),17CF139,$3000.00,,
232F-004,BAIL JUMPING-FELONY,,$.00,2017/02/08,COMBINED WITH CHARGE 1
232F-004,WARRANT OTHER AGENCY,17CF197,$1000.00,,
232F-004,WARRANT OTHER AGENCY,17CM315,$500.00,,
232F-004,CRT STATUS ONLY-NOT A CHARGE,15CF944,$.00,2017/03/23,*NOT A CHARGE*
3912F-016,THEFT-MOVABLE PROPERTY,15CF1204,$.00,,
3912F-016,CAUSE INJURY/OPERATING WHILE INTOXICATED,17CT108,$.00,,
3912F-016,OPERATING LEFT OF CENTER LINE,,$.00,2016/12/04,NO POST/RELEASED W/COURT
3912F-016,OPERATING WHILE REVOKED,,$.00,2016/12/04,NO POST/RELEASED W/COURT
3912F-016,WARRANT OTHER AGENCY,,$.00,,
6479F-013,P&P HOLD - FELONY,16CF451,$.00,,
555N-001,CHILD ABUSE-INTENTIONALLY CAUSE HARM,17CF27,$2500.00,,
555N-001,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/01/12,*NOT A CHARGE*
4039L-006,1ST-DEGREE INTENTIONAL HOMICIDE,16CF1218,$250000.00,,
4039L-006,THEFT,16FO1564,$.00,2017/03/22,TIME SERVED
60981-011,SEX OFFENDER-FAIL/UPDATE INFORMATION,16CF236,$1500.00,,
60981-011,EXTRADITION,17CF85,$.00,,
60981-011,REVOCATION ORD & WARR,06CF250,$.00,,
4060N-000,FEDERAL AGENCY HOLD,,$.00,,
3077M-001,SEX OFFENDER-FAIL/PROVIDE INFORMATION,16CF1319,$2000.00,,
6058L-006,BAIL JUMPING-FELONY,16CF1414,$5000.00,,
6058L-006,POSSESSION OF THC,,$.00,2016/12/27,COMBINED WITH CHARGE 1
6058L-006,POSSESS DRUG PARAPHERNALIA,,$.00,2016/12/27,COMBINED WITH CHARGE 1
6058L-006,CRT STATUS ONLY-NOT A CHARGE,15CF979,$.00,2017/02/08,*NOT A CHARGE*
6058L-006,CRT STATUS ONLY-NOT A CHARGE,16CF454,$.00,2017/02/08,*NOT A CHARGE*
6058L-006,CRT STATUS ONLY-NOT A CHARGE,16CF1014,$.00,2017/02/08,*NOT A CHARGE*
89791-006,P&P HOLD - MISD,16CM1633,$.00,,
2824L-002,THEFT-BUSINESS SETTING,17CF285,$2500.00,,
1906N-002,SUBSTANTIAL BATTERY-INTEND BODILY HARM,16CF1267,$15000.00,,
1906N-002,1ST-DEGREE RECKLESSLY ENDANGERING SAFETY,,$.00,2016/11/14,COMBINED WITH CHARGE 1
1906N-002,DISORDERLY CONDUCT,,$.00,2016/11/14,NO ISSUE
1906N-002,DISORDERLY CONDUCT,16CM1208,$.00,2017/01/11,TIME SERVED
3883G-007,FEDERAL AGENCY HOLD,,$.00,,
1145H-035,MANUFACTURE/DELIVER HEROIN(>3-10G),16CF677,$.00,,
1145H-035,MANUFACTURE/DELIVER HEROIN(>3-10G),16CF677,$.00,2017/03/01,COMBINED WITH CHARGE 1
1145H-035,OPERATE M/V WITHOUT LIABILITY INSURANCE,16TR3644,$.00,2017/03/12,TIME SERVED
1145H-035,OPERATING WHILE SUSPENDED,16TR3643,$.00,2017/03/12,TIME SERVED
1145H-035,OPERATE UNREGISTERED VEHICLE,16TR3645,$.00,2017/03/12,TIME SERVED
2490F-008,P&P HOLD - FELONY,13CF1277,$.00,2017/03/29,P.O.HOLD CANCELLED
2490F-008,RETAIL THEFT-INTENTIONALLY TAKE,17CM272,$.00,2017/04/27,PLACED ON PROBATION
2490F-008,RETAIL THEFT-INTENTIONALLY TAKE,16CM1426,$.00,,
2490F-008,CRT STATUS ONLY-NOT A CHARGE,13CM1142,$.00,2017/03/29,*NOT A CHARGE*
2490F-008,DISPLAY UNAUTH. VEH. REGISTRATION PLATE,17TR1399,$.00,2017/04/17,FINE AND COST POSTED
2490F-008,OPERATE M/V WITHOUT LIABILITY INSURANCE,17TR1401,$.00,2017/04/17,FINE AND COST POSTED
2490F-008,OPERATING WHILE SUSPENDED,17TR1398,$.00,2017/04/17,FINE AND COST POSTED
3627N-000,FEDERAL AGENCY HOLD,,$.00,,
8479M-002,P&P HOLD - MISD,16CF619,$.00,,
8479M-002,BATTERY,,$.00,2017/04/27,NO ISSUE
8479M-002,DISORDERLY CONDUCT,,$.00,2017/04/27,NO ISSUE
8479M-002,INTENTIONALLY CONTACT VICTIM OR CO-ACTOR,17CM540,$1000.00,,
5711M-003,REVOCATION ORD & WARR,14CF937/CT2,$.00,,
5711M-003,REVOCATION ORD & WARR,14CF937/CT3,$.00,,
2927N-000,ARMED ROBBERY WITH THREAT OF FORCE,16CF1196,$20000.00,,
4525L-006,BURGLARY-BUILDING OR DWELLING,11CF1011,$.00,2013/11/19,P&P HOLD REVOKED/SENTENCE
4525L-006,RETAIL THEFT (<= $1000),13CM1155,$.00,2013/11/19,RELEASED TO OTHER AGENCY
4525L-006,RETAIL THEFT (<= $1000),13CM1220,$.00,2013/11/19,RELEASED TO OTHER AGENCY
1333N-003,BAIL JUMPING-MISDEMEANOR,16CF744,$.00,,
1333N-003,2ND DEGREE SEXUAL ASSAULT OF CHILD,,$.00,,
1333N-003,EXPOSING GENITALS - CHILD ACT AS ACTOR,,$500.00,,
1333N-003,RETAIL THEFT-INTENTIONALLY TAKE,16CM783,$.00,,
114G-019,WARRANT OTHER AGENCY,16CF41,$.00,2016/09/15,TIME SERVED
114G-019,MANUF/DELIVER COCAINE (>1-5G),16CF617,$.00,,
114G-019,MANUF/DELIVER COCAINE (>5-15G),16CF617,$.00,2016/06/02,COMBINED WITH CHARGE 2
114G-019,MANUE/DELIVER COCAINE (>5-15G),16CF617,$.00,2016/06/02,COMBINED WITH CHARGE 2
114G-019,POSSESS W/INTENT-COCAINE (>40G),16CF617,$.00,2016/06/02,COMBINED WITH CHARGE 2
114G-019,POSSESS W/INTENT-THC (<=200GRAMS),16CF617,$.00,2016/06/02,COMBINED WITH CHARGE 2
2557N-002,BAIL JUMPING-MISDEMEANOR,16CF1077,$.00,,
6732L-005,DISPLAY UNAUTH. VEH. REGISTRATION PLATE,16TR13167,$238.30,,
6732L-005,DISPLAY UNAUTH. VEH. REGISTRATION PLATE,16TR14135,$238.30,,
6732L-005,DISPLAY UNAUTH. VEH. REGISTRATION PLATE,16TR12553,$238.30,,
6732L-005,EXCEEDING SPEED ZONES/POSTED LIMITS,16TR13165,$225.70,,
6732L-005,OPERATE M/V WITHOUT LIABILITY INSURANCE,16TR12885,$200.50,,
6732L-005,OPERATE M/V WITHOUT LIABILITY INSURANCE,16TR12554,$200.50,,
6732L-005,OPERATING WHILE SUSPENDED,16TR12884,$200.50,,
8016M-000,FEDERAL AGENCY HOLD,,$.00,,
6753F-009,FEDERAL AGENCY HOLD,,$.00,,
6753F-009,CRT STATUS ONLY-NOT A CHARGE,08FA651,$.00,2015/08/28,*NOT A CHARGE*
6753F-009,CRT STATUS ONLY-NOT A CHARGE,,$.00,2015/08/28,*NOT A CHARGE*
6753F-009,CRT STATUS ONLY-NOT A CHARGE,,$.00,2015/08/28,*NOT A CHARGE*
610G-008,CONTEMPT OF COURT - DISOBEY ORDER,08FA913A,$.00,,
7218G-025,P&P HOLD - FELONY,13CF1206,$.00,,
7218G-025,OPERATING WHILE SUSPENDED,,$.00,2017/04/08,NO POST/RELEASED W/COURT
7218G-025,OPERATE M/V WITHOUT LIABILITY INSURANCE,,$.00,2017/04/08,NO POST/RELEASED W/COURT
7218G-025,POSSESSION OF COCAINE/COCA,17CF397,$.00,,
559M-008,P&P HOLD - FELONY,14CF545,$.00,,
559M-008,THEFT-MOVABLE PROPERTY,,$.00,,
559M-008,POSSESS FIREARM BY FELON,,$.00,,
9927M-000,FEDERAL AGENCY HOLD,,$.00,,
4294H-004,P&P HOLD - MISD,15CM1581,$.00,,
4294H-004,MANUFACTURE/DELIVER HEROIN (<3G),,$.00,,
4294H-004,POSSESS W/INTENT-THC (<=200GRAMS),,$.00,,
4294H-004,POSSESSION OF NARCOTIC DRUGS,,$.00,,
4294H-004,POSSESSION OF COCAINE/COCA,,$.00,,
4174N-000,BAIL JUMPING-MISDEMEANOR,17CM339,$1500.00,,
4174N-000,OPERATE W/O VALID LICENSE,,$.00,2017/03/16,COMBINED WITH CHARGE 1
4174N-000,IGNITION INTERLOCK DEVICE TAMPERING,,$.00,2017/03/16,COMBINED WITH CHARGE 1
4174N-000,OPERATE M/V WITHOUT LIABILITY INSURANCE,17TR3342,$.00,2017/03/16,PER COURT ORDER
4174N-000,OPERATE MOTOR VEH. W/O ADEQUATE MUFFLER,17TR3343,$.00,2017/03/16,PER COURT ORDER
4174N-000,WARRANT OTHER AGENCY,16CT1064,$.00,,
4174N-000,WARRANT OTHER AGENCY,16CT1094,$.00,,
8612F-011,OPERATING WHILE INTOXICATED,16CM1556,$.00,,
9597G-025,P&P HOLD - FELONY,09CF1252,$.00,,
4625L-003,P&P HOLD - MISD,15CF62,$.00,2016/06/17,P.O.HOLD CANCELLED
4625L-003,BURGLARY-BUILDING OR DWELLING,16CF616,$.00,,
4625L-003,BURGLARY-BUILDING OR DWELLING,15CF62,$.00,2017/01/15,TIME SERVED
4854M-006,ARMED ROBBERY WITH THREAT OF FORCE,16CF1018,$10000.00,,
4854M-006,CRT STATUS ONLY-NOT A CHARGE,,$.00,2016/10/19,*NOT A CHARGE*
74241-014,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,,
74241-014,EXTRADITION,17CF219,$.00,,
2036N-001,OPERATING WHILE INTOXICATED,16CT513,$.00,,
8563L-003,P&P HOLD - MISD,12CM1756,$.00,,
591M-004,REVOCATION ORD & WARR,15CF414/CT1,$.00,,
591M-004,THEFT-MOVABLE PROPERTY,15CF414/CT2,$.00,,
591M-004,CRT STATUS ONLY-NOT A CHARGE,15FA394,$.00,2017/03/20,*NOT A CHARGE*
591M-004,CRT STATUS ONLY-NOT A CHARGE,17FA105,$.00,2017/04/03,*NOT A CHARGE*
5775K-002,CHILD ENTICEMENT-SEXUAL CONTACT,17CF205,$100000.00,,
5775K-002,2ND DEGREE SEXUAL ASSAULT OF CHILD,,$.00,2017/02/27,COMBINED WITH CHARGE 1
5775K-002,WARRANT OTHER AGENCY,,$.00,,
1299N-000,CHILD ENTICEMENT-SEXUAL CONTACT,16CF517,$100000.00,,
1299N-000,SEX WITH CHILD AGE 16 OR OLDER,,$.00,2016/05/11,NO ISSUE
1299N-000,SEX WITH CHILD AGE 16 OR OLDER,16CF517,$.00,2016/05/11,COMBINED WITH CHARGE 1
1299N-000,2ND DEG. SEX ASSAULT/USE OF FORCE,16CF517,$.00,2016/05/11,COMBINED WITH CHARGE 1
1299N-000,FALSE IMPRISONMENT,16CF517,$.00,2016/05/11,COMBINED WITH CHARGE 1
1056N-001,1ST-DEGREE INTENTIONAL HOMICIDE,16CF1203,$250000.00,,
2150H-010,OPERATING WHILE INTOXICATED,16CM533,$.00,,
9654L-003,OPERATING WHILE INTOXICATED,16CT555,$.00,,
22831-013,RESISTING OR OBSTRUCTING AN OFFICER,16CM1385,$.00,2017/03/13,TIME SERVED
22831-013,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2016/10/18,COMBINED WITH CHARGE 1
22831-013,BAIL JUMPING-MISDEMEANOR,,$.00,2016/10/18,COMBINED WITH CHARGE 1
22831-013,P&P HOLD - FELONY,05CF142,$.00,,
22831-013,FORGERY-ALTER VALUE OF OBJECT,16CM1643,$.00,2017/03/13,TIME SERVED
22831-013,FORGERY-ALTER VALUE OF OBJECT,,$.00,2016/12/15,COMBINED WITH CHARGE 5
6949M-001,ARMED ROBBERY WITH THREAT OF FORCE,17CF297,$10000.00,,
4989H-006,FEDERAL AGENCY HOLD,,$.00,,
6.25E-13,OPERATING WHILE INTOXICATED,17CF427,$7500.00,,
6.25E-13,BAIL JUMPING-FELONY,,$.00,2017/04/27,COMBINED WITH CHARGE 1
6.25E-13,BAIL JUMPING-MISDEMEANOR,,$.00,2017/04/27,COMBINED WITH CHARGE 1
6.25E-13,POSSESS DRUG PARAPHERNALIA,,$.00,2017/04/27,COMBINED WITH CHARGE 1
7945L-005,P&P HOLD - FELONY,16CF1408,$.00,,
7945L-005,BATTERY,,$.00,,
7945L-005,DISORDERLY CONDUCT,,$.00,,
7945L-005,CARRYING A CONCEALED WEAPON,,$500.00,,
3143B-022,P&P HOLD-FELONY,13CF823,$.00,2017/01/18,P.O.HOLD CANCELLED
3143B-022,EXTRADITION,16CF1126,$3000.00,,
3143B-022,BURGLARY-BUILDING OR DWELLING,16CF1139,$15000.00,,
3143B-022,EXTENDED SUPERVISION SANCTION,14CF405,$.00,2017/01/22,TIME SERVED
3143B-022,CRT STATUS ONLY-NOT A CHARGE,04FA09,$.00,2017/04/04,*NOT A CHARGE*
98051-008,P&P HOLD - FELONY,10CF353,$.00,,
98051-008,ROBBERY OF FINANCIAL INSTUTION,17CF242,$7500.00,,
98051-008,THEFT-MOVABLE PROPERTY,,$.00,2017/03/10,COMBINED WITH CHARGE 2
42881-000,FALSE IMPRISONMENT,05CF134,$.00,2005/02/07,SIGNATURE BOND
42881-000,THREATS TO INJURE,,$.00,2005/02/07,COMBINED WITH CHARGE 1
42881-000,BATTERY,,$.00,2005/02/07,COMBINED WITH CHARGE 1
42881-000,CRIMINAL DAMAGE TO PROPERTY,,$.00,2005/02/07,COMBINED WITH CHARGE 1
42881-000,DISORDERLY CONDUCT - SEE 947.01(1),,$.00,2005/02/07,COMBINED WITH CHARGE 1
3314L-013,P&P HOLD - MISD,16CM1473,$.00,,
3314L-013,RESISTING OR OBSTRUCTING AN OFFICER,17CM353,$750.00,,
3314L-013,DISORDERLY CONDUCT,,$.00,2017/03/22,COMBINED WITH CHARGE 2
6402M-007,RETAIL THEFT-INTENTIONALLY TAKE,17CM554,$.00,,
6402M-007,OPERATING WHILE SUSPENDED,17TR960,$200.50,,
6402M-007,OPERATE UNREGISTERED VEHICLE,17TR961,$175.30,,
268G-021,EXTENDED SUPERVISION SANCTION,13CF504,$.00,,
268G-021,POSSESSION OF THC,,$.00,2017/04/05,PROSECUTION DENIED
1559M-003,POSSESSION OF NARCOTIC DRUGS,14CF380,$.00,,
8923F-002,MANUF/DELIVER COCAINE (>40G),17CF383,$10000.00,,
8923F-002,MANUF/DELIVER COCAINE (>40G),,$.00,2017/04/13,COMBINED WITH CHARGE 1
8923F-002,MANUF/DELIVER COCAINE (>40G),,$.00,2017/04/13,COMBINED WITH CHARGE 1
8923F-002,POSSESSION OF THC,,$.00,2017/04/13,NO ISSUE
811G-017,BAIL JUMPING-MISDEMEANOR,,$1000.00,,
811G-017,OPERATING WHILE REVOKED,,$.00,2017/05/01,NO POST/RELEASED W/COURT
811G-017,OPERATE M/V WITHOUT LIABILITY INSURANCE,,$.00,2017/05/01,NO POST/RELEASED W/COURT
4052N-000,P&P HOLD - FELONY,14CR-5307,$.00,2017/03/29,P.O.HOLD CANCELLED
4052N-000,BURGLARY-BUILDING OR DWELLING,17CF309,$20000.00,,
4052N-000,THEFT-MOVABLE PROPERTY,17CF309,$.00,2017/03/29,COMBINED WITH CHARGE 2
4052N-000,P&P HOLD - FELONY,14CR-5307,$.00,2017/04/25,P.O.HOLD CANCELLED
2457K-004,STRANGULATION AND SUFFOCATION,16CF1369,$.00,,
2457K-004,SUBSTANTIAL BATTERY-INTEND BODILY HARM,16CF1369,$.00,2016/12/14,COMBINED WITH CHARGE 1
2457K-004,DISORDERLY CONDUCT,16CF1369,$.00,2016/12/14,COMBINED WITH CHARGE 1
2457K-004,OPERATE W/O VALID LICENSE,13CT214,$.00,2017/03/16,DISMISSED
2457K-004,CRT STATUS ONLY-NOT A CHARGE,16CV1525,$.00,2017/01/04,*NOT A CHARGE*
4557N-000,1ST-DEGREE RECKLESSLY ENDANGERING SAFETY,17CF434,$25000.00,,
4557N-000,DISORDERLY CONDUCT,,$.00,2017/04/26,COMBINED WITH CHARGE 1
7419L-004,HIT AND RUN,14CF856,$.00,2016/09/30,TIME SERVED
7419L-004,ARMED ROBBERY WITH THREAT OF FORCE,16CF146,$20000.00,,
7419L-004,1ST DEGREE RECKLESS INJURY,16CF146,$.00,2016/04/29,WARRANT ADDITIONAL CHARGE
7419L-004,FAIL NOTIFY POLICE,,$250.00,,
7419L-004,RETAIL THEFT-INTENTIONALLY TAKE,15CF71,$.00,,
7581L-007,EXTENDED SUPERVISION SANCTION,15CF555,$.00,,
8063J-008,1ST DEG. SEXUAL ASSAULT-USE/DANG.WEAPON,,$.00,2016/11/23,PENDING SUMMONS AND COMPL
8063J-008,INCEST,,$.00,2016/11/23,PENDING SUMMONS AND COMPL
8063J-008,1ST-DEGREE RECKLESSLY ENDANGERING SAFETY,16CF1308,$15000.00,,
8063J-008,DISORDERLY CONDUCT,,$.00,2016/11/23,PENDING SUMMONS AND COMPL
8063J-008,POSSESSION OF FIREARM BY FELON,16CF1308,$.00,2016/11/23,COMBINED WITH CHARGE 3
8063J-008,POSS FIREARM BY OUTSTATE PERSO,16CF1022,$1500.00,,
8063J-008,CARRY CONCEALED WEAPON,16CF1022,$.00,2016/12/06,COMBINED WITH CHARGE 6
47081-015,CAUSE INJURY/OPERATING WHILE INTOXICATED,16CF1350,$.00,,
5814D-016,OPERATING WHILE INTOXICATED,16CT271,$.00,,
8903G-006,2ND DEGREE RECKLESS HOMICIDE,17CF408,$25000.00,,
2275M-003,ENTRY INTO LOCKED COIN BOX,16CM457,$1000.00,,
2275M-003,CRIMINAL DAMAGE TO PROPERTY,16CM457,$.00,2017/03/23,WARRANT ADDITIONAL CHARGE
2275M-003,ENTRY INTO LOCKED COIN BOX,16CM457,$.00,2017/03/23,WARRANT ADDITIONAL CHARGE
2275M-003,CRIMINAL DAMAGE TO PROPERTY,16CM457,$.00,2017/03/23,WARRANT ADDITIONAL CHARGE
2275M-003,CRIMINAL DAMAGE TO PROPERTY (OVER $1000),16CF18,$2500.00,,
2275M-003,THEET-MOVABLE PROPERTY,16CF18,$.00,2017/03/23,WARRANT ADDITIONAL CHARGE
2275M-003,CRIMINAL DAMAGE TO PROPERTY,16CF18,$.00,2017/03/23,WARRANT ADDITIONAL CHARGE
2121-000,MANUFACTURE/DELIVER COCAINE (<=5G),04CF92,$.00,2004/09/03,SENT. WSP - DODGE
2121-000,MANUFACTURE/DELIVER COCAINE (<=5G),,$.00,2004/01/28,COMBINED WITH CHARGE 1
5902H-022,REVOCATION ORD & WARR,16CF153,$.00,,
5902H-022,BATTERY,17CM318,$2500.00,,
5902H-022,DISORDERLY CONDUCT,,$.00,2017/03/14,COMBINED WITH CHARGE 2
4540N-000,RETAIL THEFT-INTENTIONALLY TAKE,17CF59,$750.00,,
4540N-000,RETAIL THEFT - (>$500 TO $5000),17CF59,$.00,2017/04/22,WARRANT ADDITIONAL CHARGE
4540N-000,RETAIL THEFT-INTENTIONALLY TAKE,17CF59,$.00,2017/04/22,WARRANT ADDITIONAL CHARGE
4540N-000,RETAIL THEFT - (>$500 TO $5000),17CF59,$.00,2017/04/22,WARRANT ADDITIONAL CHARGE
6699M-007,DISORDERLY CONDUCT,16CM23,$.00,,
6699M-007,AGGRAVATED BATTERY-ELDERLY,,$.00,2016/09/14,NO ISSUE
6699M-007,DISORDERLY CONDUCT,,$.00,2016/09/14,NO ISSUE
6699M-007,BATTERY,,$.00,2016/09/14,NO ISSUE
6699M-007,DISORDERLY CONDUCT,,$.00,2016/09/14,NO ISSUE
6699M-007,DISORDERLY CONDUCT,16FO1438,$.00,2016/09/14,TIME TO PAY
6699M-007,BAIL JUMPING-MISDEMEANOR,16CM143,$.00,2017/03/25,TIME SERVED
80321-013,BATTERY OR THREAT TO JUDGE PROSECUTOR,17CF323,$10000.00,,
80321-013,RESISTING OR OBSTRUCTING AN OFFICER,17CF323,$.00,2017/04/05,WARRANT ADDITIONAL CHARGE
80321-013,RESISTING OR OBSTRUCTING AN OFFICER,17CF323,$.00,2017/04/05,WARRANT ADDITIONAL CHARGE
80321-013,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/04/19,*NOT A CHARGE*
80321-013,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/04/19,*NOT A CHARGE*
2087N-001,ROBBERY OF FINANCIAL INSTUTION,16CF1248,$75000.00,,
2087N-001,BOMB SCARES,,$.00,2016/11/07,COMBINED WITH CHARGE 1
8125M-002,NEGLIGENT HANDLING OF BURNING MATERIAL,16CF60,$50000.00,,
4046N-000,1ST DEG SEX CONTACT CHILD UNDER 13,17CF235,$100000.00,,
4046N-000,REPEATED SEX ASLT SAME CHILD <13 =>3VIOL,,$.00,2017/03/06,COMBINED WITH CHARGE 1
4046N-000,CHILD ENTICEMENT-SEXUAL CONTACT,,$.00,2017/03/06,COMBINED WITH CHARGE 1
5914F-031,ROBBERY WITH USE OF FORCE,17CF243,$10000.00,,
5914F-031,SUBSTANTIAL BATTERY-INTEND BODILY HARM,,$.00,2017/03/10,COMBINED WITH CHARGE 1
5914F-031,PETTY THEFT,,$.00,2017/03/10,COMBINED WITH CHARGE 1
5914F-031,P&P HOLD - FELONY,15CF45,$.00,,
3231M-002,P&P HOLD - FELONY,13CF1402,$.00,,
4572N-000,FEDERAL AGENCY HOLD,,$.00,,
4.576E-03,1ST-DEGREE INTENTIONAL HOMICIDE,07CF1,$1000000.00,,
2425N-001,CHILD ABUSE-INTENTIONALLY CAUSE HARM,16CF1015,$.00,,
2425N-001,BAIL JUMPING-FELONY,17CF258,$.00,2017/03/31,PLACED ON PROBATION
2425N-001,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/03/15,COMBINED WITH CHARGE 1
2425N-001,OPERATE W/O VALID LICENSE,,$.00,2017/03/15,NO POST/RELEASED W/COURT
2425N-001,NO TAIL LAMP/DEFECTIVE TAIL LAMP-NIGHT,,$.00,2017/03/15,NO POST/RELEASED W/COURT
2686N-001,SEX OFFENDER-FAIL/UPDATE INFORMATION,16CF1119,$.00,,
6913K-010,EXTENDED SUPERVISION SANCTION,13CF169,$.00,,
72341-008,REVOCATION ORD & WARR,16CF931,$.00,,
72341-008,POSSESSION OF COCAINE/COCA,17CF196,$2000.00,,
72341-008,POSSESSION OF NARCOTIC DRUGS,,$.00,2017/02/23,COMBINED WITH CHARGE 2
72341-008,CAPIAS,,$.00,2017/02/13,PER COURT ORDER
72341-008,POSSESS DRUG PARAPHERNALIA,,$.00,2017/02/23,COMBINED WITH CHARGE 2
72341-008,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/03/03,*NOT A CHARGE*
9278M-001,OPERATING WHILE SUSPENDED,17TR1621,$.00,2017/04/29,TIME SERVED
9278M-001,WARRANT OTHER AGENCY,,$984.70,,
3774N-000,SEX OFFENDER-FAIL/PROVIDE INFO-1ST,17CF142,$7500.00,,
6936L-008,P&P HOLD - MISD,16CF1016,$.00,,
6936L-008,4TH DEGREE SEXUAL ASSAULT,,$250.00,,
6936L-008,ROBBERY,17CF130,$7500.00,,
6936L-008,POSSESS W/INTENT-THC (<=200GRAMS),,$.00,2017/02/07,COMBINED WITH CHARGE 3
6936L-008,CHILD ABUSE-INTENTIONALLY CAUSE HARM,,$.00,2017/02/08,NO ISSUE
6936L-008,PETTY THEFT,,$.00,2017/02/08,NO ISSUE
6936L-008,DISORDERLY CONDUCT,,$.00,2017/02/07,COMBINED WITH CHARGE 3
4322N-000,1ST DEGREE RECKLESS INJURY,,$.00,2017/03/30,NO ISSUE
4322N-000,HIT AND RUN,,$.00,2017/03/30,NO ISSUE
4322N-000,1ST-DEGREE INTENTIONAL HOMICIDE,17CF312,$15000.00,,
4322N-000,AGGRAVATED BATTERY-INTEND SUB.BOD. HARM,,$.00,2017/03/30,COMBINED WITH CHARGE 3
4322N-000,CRIMINAL DAMAGE TO PROPERTY,17CM511,$2000.00,,
4322N-000,VIOLATE STATE/COUNTY INSTITUTION LAWS,,$.00,2017/04/21,NO ISSUE
2636J-002,MANUF/DELIVER COCAINE (>40G),17CF382,$50000.00,,
2636J-002,MANUE/DELIVER COCAINE (>40G),,$.00,2017/04/13,COMBINED WITH CHARGE 1
2636J-002,MANUE/DELIVER COCAINE (>40G),,$.00,2017/04/13,COMBINED WITH CHARGE 1
2636J-002,POSSESS W/INTENT-COCAINE (>5-15G),,$.00,2017/04/13,COMBINED WITH CHARGE 1
1713M-001,P&P HOLD - FELONY,13CF858,$.00,2017/02/28,P.O.HOLD CANCELLED
1713M-001,STRANGULATION AND SUFFOCATION,13CF858,$.00,,
77761-020,P&P HOLD - FELONY,11CF856,$.00,,
9291I-019,BAIL JUMPING-MISDEMEANOR,17CM298,$250.00,,
9291I-019,DISORDERLY CONDUCT,17CM73,$750.00,,
2848N-002,BAIL JUMPING-FELONY,17CF346,$5000.00,,
2848N-002,BATTERY,,$.00,2017/04/06,COMBINED WITH CHARGE 1
